Jawaban_Mahasiswa,Kode_Jawaban_Dosen,Nilai_Human_Rated,Nilai_Huruf
"Hardware adalah SEMUA JENIS KOMPONEN PADA KOMPUTER YANG MEMILIKI BENTUK FISIK, BISA DI LIHAT, DAN DIRASAKAN. 
 
 contoh:
 CPU/Processor
 Monitor
 Keyboard
 Mouse
 Printer
 Speaker
 Laptop
 RAM/Memory",te_3,98,A
"hardware adalah suatu perangkat komputer yang berbentuk fisik yang dapat dilihat dan disentuh.
 
 contoh hardware :
 
 * printer
 * keyboard
 * monitor
 * mouse
 * motherboard",te_3,98,A
"hardware merupakan perangkat keras, merupakan perangkat elektronik yang dapat disentuh dan dilihat, juga sebagai perangkat yang menjalankan fungsi komputer
 -CPU
 -Motherboard
 -Monitor
 -Mouse
 -Printer",te_3,98,A
"Hardware adalah komponen fisik atau perangkat keras dari sebuah sistem komputer atau perangkat elektronik. Ini adalah bagian-bagian fisik yang dapat dilihat dan disentuh dalam sebuah perangkat, yang melakukan pemrosesan, penyimpanan, dan eksekusi tugas-tugas yang diberikan oleh pengguna atau perangkat lunak. Berikut adalah beberapa contoh hardware:
 
 * CPU
 * Motherboard
 * RAM
 * Router
 * Monitor",te_3,98,A
"Hardware merupakan perangkat yang terdapat pada komputer yang kita bisa lihat dengan mata serta disentuh dalam perangkat tersebut. beberapa contoh hardware adalah :
 
 * CPU (Central Processing Unit)
 * RAM ( Random Access Memory)
 * HDD ( Hard Disk Drive)
 * SSD ( Solid State Drive)
 * GPU ( Graphical Processing Unit)",te_3,98,A
"Hardware adalah komponen fisik dari sebuah sistem komputer yang dapat dilihat dan disentuh. Ini termasuk semua perangkat keras yang digunakan untuk menjalankan perangkat lunak (software) dan melakukan berbagai tugas dalam komputasi. Berikut adalah contoh-contoh hardware dalam komputer:
 Central Processing Unit (CPU),
 Memory (RAM),
 Hard Drive (HDD/SSD),
 Motherboard,
 Kartu Grafis (GPU),
 Monitor,
 Keyboard dan Mouse,
 Printer,
 Speaker dan Headset.",te_3,98,A
"Hardware adalah perangkat keras komputer atau device yang bisa dilihat dan dipegang secara fisik.
 
 contohnya seperti keyboard mouse monitor processor motherboard dan sebagainya",te_3,97,A
"Hardware merupakan suatu perangkat berbentuk fisik yang memiliki fungsinya masing-masing sebagai komponen dari komputer.
 
 Contohnya:
 - Mouse
 - keyboard
 - cpu
 - monitor
 - usb port",te_3,97,A
"hardware merupakan perangkat keras, contohnya monitor, keyboard dan benda lainnya yang dapat disentuh",te_3,72,B
Hardware adalah perangkat komputer yang memiliki komponen fisik yang dapat dilihat dan dirasakan.,te_3,47,C
"data adalah kumpulan fakta.
 informasi adalah data yang telah diolah.
 pengetahuan adalah pemahaman terkait informasi.",te_4,83,A
"data merupakan sebuah fakta yang masih mentah yang belum memiliki arti atau makna
 informasi data yang telah diolah dan memiliki makna
 pengetahuan merupakan infromasi yang telah di proses oleh pikiran yang dapat digunakan dalam melakukan pengambilakn keputusan atau pemecahan masalah",te_4,85,A
"Data adalah konten yang dapat diamati secara langsung atau dapat diverifikasi (fakta). 
 Informasi adalah konten yang mewakili data yang dianalisis. 
 Pengetahuan adalah segala wawasan, pemahaman, dan pengetahuan praktis yang kita semua miliki.
 
 Perbedaan dari data, informasi dan pengetahuan adalah data berada di dunia yang nyata memahami bahwa data ada, sementara informasi adalah kumpulan dari data yang dikirim atau diterima oleh individu atau organisasi, sedangkan pengetahuan berada di dalam diri individu tersebut melalui proses diterima, disadari dan dipahami hasil dari informasi tersebut.",te_4,90,A
"Data:
 * Data adalah kumpulan fakta mentah, angka, simbol, atau karakter yang tidak memiliki arti atau konteks tertentu.
 * Data belum memiliki nilai atau signifikansi tanpa proses pengolahan lebih lanjut.
 
 Informasi:
 * Informasi adalah data yang telah diolah atau diinterpretasi sehingga memiliki arti atau konteks yang jelas dan bermanfaat.
 * Informasi memberikan pemahaman tentang suatu situasi atau masalah tertentu.
 
 Pengetahuan:
 * Pengetahuan adalah pemahaman yang lebih mendalam atau konteks yang lebih luas yang dibangun di atas informasi.
 * Ini melibatkan interpretasi, analisis, pengalaman, dan pemahaman yang mendalam tentang suatu subjek atau domain.
 * Pengetahuan memungkinkan individu atau organisasi untuk membuat keputusan yang cerdas, memecahkan masalah, dan beroperasi dengan efisien.",te_4,93,A
"Data adalah bahan-bahan yang diperlukan untuk menghasilkan informasi, dan informasi adalah langkah pertama untuk membangun pengetahuan dan Pengetahuan adalah pemahaman yang lebih dalam terhadap Data dan Informasi yang kemudian dapat diterapkan atas informasi tersebut.",te_4,90,A
"Data: Data adalah kumpulan fakta mentah, angka, simbol, atau unsur-unsur lain yang belum memiliki konteks atau makna tertentu. Data belum diorganisir atau diolah sehingga tidak memberikan pemahaman yang signifikan. Contoh data adalah serangkaian angka, huruf, atau karakter yang mungkin tidak memiliki arti apapun tanpa konteks, seperti ""12345"" atau ""ABCDE.""
 
 Informasi: Informasi adalah data yang telah diolah, dianalisis, atau diinterpretasikan sehingga memiliki makna atau konteks yang bermanfaat. Informasi memberikan pemahaman tentang suatu situasi atau fenomena. Contoh informasi adalah hasil dari pengolahan data, seperti ""Rata-rata usia responden adalah 35 tahun,"" yang memberikan makna tentang usia responden dalam suatu penelitian.
 
 Pengetahuan: Pengetahuan adalah pemahaman yang lebih mendalam dan kontekstual yang didapatkan dari informasi. Ini melibatkan kemampuan untuk mengaitkan informasi dengan pengalaman, konsep, atau kerangka pemikiran yang lebih luas. Pengetahuan membantu individu atau organisasi membuat keputusan yang lebih baik dan mengambil tindakan yang tepat. Contoh pengetahuan adalah pemahaman tentang cara menjalankan bisnis yang sukses berdasarkan pengalaman dan analisis data yang melibatkan pasar, pelanggan, dan kompetitor.",te_4,97,A
"1. Data merupakan bahan mentah dari informasi.
 2. Informasi adalah hasil pengolahan data yang sudah dapat diterima oleh akal pikiran penerima informasi yang nantinya dapat digunakan untuk pengambilan keputusan.
 3. Pengetahuan adalah Pengetahuan terdiri dari informasi yang sudah diorganisasikan dan diproses untuk memperoleh pemahaman, pengalaman, pembelajaran yang terakumulasi, sehingga dapat diaplikasikan dalam masalah atau proses bisnis tertentu.",te_4,83,A
"1. Di Donasikan
 2. Di jual kembali
 3. Di perbaiki atau recycle",te_5,83,A
"menjual atau menyumbangkan barang elektronik yang sudah tidak terpakai.
 mendaur ulang sampah elektronik untuk mendapatkan bahan bahan yang masih dapat digunakan.
 kembaliMelakukan pengolahan sampah elektronik yang aman untuk mencegah terjadinya polusi udara dan air.",te_5,83,A
"- lakukan maintenance perangkat secara berkala agar tetap awet
 - simpan data secara online melalui cloud storage
 - lakukan perbaikan semampu mungkin apabila masih dapat diperbaiki hingga berfungsi setidaknya bare minimum
 - jual barang elektronik lama yang sudah tidak digunakan
 - beli perangkat yang hemat energi",te_5,87,A
"Mendaur ulang dan membuang limbah elektronik dengan benar
 Jual perangkat elektronik lama
 Menjaga Keawetan Barang Elektronik",te_5,80,A
"Jual Perangkat Elektronik lama
 Donasikan Perangkat Elektronik yang yidak terpakai
 Daur ulang atau membuang sampah elektronik dengan benar",te_5,85,A
"- memperbaiki perangkat sebelum membeli perangkat baru
 - melakukan recycle terhadap perangkat yang tidak lagi digunakan
 - menjual atau mendonasikan perangkat yang tidak lagi digunakan",te_5,83,A
"Berikut cara mengatasi sampah elektronik (e-waste):
 
 * Recycle
 * Donasi atau perdagangan kembali
 * Perawatan yang baik
 * Upaya perbaikan
 * Program pengembalian produsen",te_5,92,A
"* Pendauran Ulang
 * Pengumpulan E-Waste
 * Donasi / Pengumpulan Kembali
 * Pemuktahiran dan Perbaikan",te_5,88,A
"Recycling (Pengolahan Kembali),
 Donasi dan Pembaruan (Upcycling),
 Perawatan dan Pembelian yang Bijak.
 Tekonologi Ramah Lingkungan.",te_5,90,A
"melebur nya
 mendaur ulang
 jadikan kerajinan tangan",te_5,83,A
"1. Melakukan perbaikan
 2. Part yang sudah tidak bisa dipakai bisa dilakukan peleburan untuk mengambil komponen2 seperti emas yang berada di motherboard.
 3. Plastik plastik yang ada di komponen tersebut bisa di lelehkan untuk dibuat produk lainnya",te_5,85,A
"daur ulang
 perawatan yang baik agar lebih tahan lama
 memiliki barang elektronik secukupnya",te_5,73,B
"cara mengatasi sampah elektronik :
 1. Menjual kembali barang tersebut
 2. Donasikan barang
 3. Menyewakan barang",te_5,77,B
"reduce, reuse, recycle",te_5,77,B
"* donasikan barang elektronik yang lama
 * menjual barang elektronik
 * menjaga barang elektronik",te_5,77,B
"* Mendonasikan barang elektronik ke orang yang membutuhkan.
 * Menjual barang elektronik.
 * Menjaga barang elektronik.",te_5,77,B
"Menjaga barang elektronik
 Menyimpan data secara Online
 Memperbaiki alat elektronik yg rusak",te_5,53,C
"* Daur ulang
 *",te_5,37,D
Volatile memory adalah salah satu jenis memori yang membutuhkan listrik untuk menggunakannya. Jika listrik mati data yang disimpan akan hilang.,te_6,93,A
Merupakan jenis memori dalam komputasi yang membutuhkan daya untuk menyimpan informasi yang disimpan,te_6,80,A
memori yang ketika daya listrik dimatikan maka data yang tersimpan akan menghilang.,te_6,93,A
Volatile memory (memori volatil) adalah jenis memori komputer yang kehilangan data yang tersimpan di dalamnya saat daya listrik atau daya komputer dimatikan atau terputus.,te_6,93,A
merupakan jenis memori yang membutuhkan daya untuk mempertahankan informasi yang tersimpan sehingga ketika dimatikan data yang tersimpan akan hilang salah satu contoh volatile memory : RAM,te_6,83,A
"volatile memory adalah memori yang menyimpan data yang sifatnya hanya ada ketika ada dayanya/powernya
 
 berarti data akan hilang jika daya/powernya hilang.",te_6,93,A
Arti volatile dalam memory adalah jenis memori yang menyimpan datanya hanya saat perangkat diberi daya,te_6,93,A
volatile memory merupakan JENIS MEMORI DALAM KOMPUTASI YANG MEMBUTUHKAN DAYA UNTUK MENYIMPAN INFORMASI YANG DISIMPAN contoh dari media penyimpanan jenis volatile memory adalam RAM. Data-data yang tersimpan didalam RAM rutin diperbaharui secara berkala untuk menghidari data yang tersimpan hilang.,te_6,83,A
merupakan jenis memori yang membutuhkan daya untuk menyimpan informasi yang disimpan,te_6,80,A
volatile memory merupaka jenis memori komputer yang kehilangan data yang disimpan di dalamnya saat daya listrik terputus atau perangkat dimatikan,te_6,93,A
Volatile Memory adalah jenis memori yang membutuhkan daya untuk melakukan penyimpanan informasi.,te_6,80,A
"Volatile memory, atau dikenal juga sebagai RAM (Random Access Memory), adalah jenis memori komputer yang digunakan untuk menyimpan data sementara yang diperlukan oleh komputer saat sedang dioperasikan. Karakteristik utama dari volatile memory adalah bahwa data yang disimpan di dalamnya akan hilang saat daya listrik komputer dimatikan atau ketika komputer dimatikan.",te_6,93,A
VOLATILE MEMORY (memori yang mudah hilang) adalah jenis memori dimana komputer yang menyimpan data hanya saat daya listrik disuplai ke komputer. Data tersebut akan hilang jika daya listrik terputus atau dimatikan.,te_6,93,A
"Volatile memoryadalah jenis memori komputer yang kehilangan data yang disimpan di dalamnya ketika daya listrik diputuskan atau ketika komputer dimatikan. Dalam hal ini, ""volatile"" berarti sifat memori ini yang tidak dapat menyimpan data dalam jangka waktu yang lama tanpa pasokan daya listrik terus-menerus.
 
 Karakteristik utama dari volatile memory adalah kecepatan akses yang tinggi dan kemampuan untuk digunakan sebagai tempat penyimpanan data yang aktif selama komputer dalam keadaan hidup. Namun, karena sifatnya yang volatil, data yang penting harus disimpan di media penyimpanan yang lebih permanen, seperti hard drive atau solid-state drive (SSD), untuk menghindari kehilangan data saat komputer dimatikan.",te_6,93,A
"memori yang menyimpan datanya hanya saat perangkat diberi daya, jika dayanya hilang maka datanya akan hilang juga",te_6,90,A
Salah satu jenis memory yang berfungsi ketika diberikan daya.,te_6,77,B
memory yang tidak stabil,te_6,43,C
ukuran satistik harga sekuritas dalam periode waktu tertentu,te_6,0,E
"* LCD: Liquid Crystal Display
 * CPU: Central Processing Unit
 * GPS: Global Positioning System",te_7,100,A
"LCD : Liquid Crystal Display
 
 CPU : Central Processing Unit
 
 GPS : Global Positioning System",te_7,100,A
"Liquid Crystal Display
 Central Processing Unit
 Global Positioning System",te_7,100,A
"kepanjangan:
 
 LCD =LIQUID CRYSTAL DISPLAY. 
 CPU =CENTRAL PROCESSING UNIT
 GPS =GLOBAL POSITIONING SYSTEM",te_7,100,A
"LCD = Liquid Crystal Display
 CPU = Central Processing Unit
 GPS = Global Positioning System",te_7,100,A
"LCD = liquid crystal display
 CPU = central processing unit
 GPS = global positioning system",te_7,100,A
"Liquid-crystal display
 Central processing unit
 Global Positioning System",te_7,100,A
"lcd = liquid crystal display
 cpu = central processing unit
 gps = global positioning system",te_7,100,A
"LCD : Liquid Crystal Display
 CPU : Central Processing Unit
 GPS : Global Positioning System",te_7,100,A
"- LIQUID CRYSTAL DISPLAY.
 - CENTRAL PROCESSING UNIT.
 - GLOBAL POSITIONING SYSTEM.",te_7,100,A
"LCD = Liquid Crystal Display
 CPU = Central Processing Unit
 GPS = Global Positioning System",te_7,100,A
"Berikut kepanjangan dari LCD, CPU, dan GPS:
 
 * LCD: Liquid Crystal Display
 * CPU: Central Processing Unit
 * GPS: Global Positioning System",te_7,100,A
"LCD ( Liquid Crystal Display)
 CPU ( Central Processing Unit)
 GPS (Global Positioning System)",te_7,100,A
"LCD: Liquid Crystal Display
 * LCD adalah teknologi layar yang menggunakan kristal cair untuk mengontrol pencahayaan dan menampilkan gambar atau teks pada layar. Layar LCD digunakan dalam berbagai perangkat, seperti monitor komputer, televisi, ponsel cerdas, dan banyak perangkat elektronik lainnya.
 
 CPU: Central Processing Unit
 * CPU adalah otak dari komputer yang bertanggung jawab untuk menjalankan instruksi-instruksi dalam perangkat lunak dan melakukan operasi pemrosesan data. Ini adalah komponen utama dalam komputer dan berperan dalam menjalankan tugas-tugas komputasi.
 
 GPS: Global Positioning System
 * GPS adalah sistem navigasi satelit yang digunakan untuk menentukan lokasi dan posisi di permukaan Bumi dengan akurasi tinggi. Ini menggunakan sejumlah satelit di orbit Bumi untuk menghitung koordinat geografis dan memberikan informasi lokasi yang akurat pada perangkat yang dilengkapi dengan GPS.",te_7,100,A
"lcd liquid crystal display
 cpu centrao processing unit
 gps global positioning system",te_7,90,A
"Liquid Crystal Display
 Central Processing Unit
 Global Positioning System",te_7,100,A
"cpu => Central Processing Unit. 
 vga =>video graphics adapter
 lcd => liquid crystal display",te_7,67,B
"LCD adalah type panel layar yang digunakan untuk menampilkan data
 CPU adalah inti dari komputer 
 GPS adalah alat untuk menentukan letak geografis",te_7,10,E
"Cupcake
 Donut
 Eclair
 Froyo ( Frozen Yoghurt)
 Gingerbread
 Honeycomb
 Ice Cream Sandwich
 Jelly Bean
 Kit Kat
 Marshmellow
 Nougat
 Oreo
 Pie
 Android Q
 Red Velvet Cake
 Snow Cone
 Tiramisu",te_8,95,A
"Cupcake
 Donut
 Eclair
 Froyo
 JellyBean
 Lollipop
 Marshmallow
 Nougat
 Pie
 Android 10
 Android 11
 Android 12",te_8,93,A
"* Cupcake (Android 1.5)
 * Donut (Android 1.6)
 * Eclair (Android 2.0 - 2.1)
 * Froyo (Android 2.2 - 2.2.3)
 * Gingerbread (Android 2.3 - 2.3.7)
 * Honeycomb (Android 3.0 - 3.2.6)
 * Ice Cream Sandwich (Android 4.0 - 4.0.4)
 * Jelly Bean (Android 4.1 - 4.3.1)
 * KitKat (Android 4.4 - 4.4.4)
 * Lollipop (Android 5.0 - 5.1.1)
 * Marshmallow (Android 6.0 - 6.0.1)
 * Nougat (Android 7.0 - 7.1.2)
 * Oreo (Android 8.0 - 8.1)
 * Pie (Android 9)
 * Android 10
 * Android 11
 * Android 12
 * Android 13",te_8,100,A
"* Cucpake
 * Donut
 * Jelly Bean
 * KitKat
 * Lolipop
 * Marshmallow
 * Nougat
 * Oreo
 * Pie",te_8,87,A
"nama versi android :
 donut
 eclair 
 froyo
 gingerbread
 honeycomb
 ice cream sandwich
 jelly bean
 kitkat
 lollipop
 marshmallow
 nougat
 oreo 
 pie 
 Q
 Red velvet cake
 snow cone 
 tiramisu",te_8,92,A
"donut
 eclair
 froyo (rozen yoghurt)
 gingerbread
 honeycomb
 ice cream sandwich
 jelly bean
 kitkat
 lollipop
 marshmallow
 nougat
 oreo
 pie
 android q
 red velvet cake
 snow cone
 tiramisu",te_8,93,A
"Android 1.6 (Donut)
 Android 2.0 – 2.1 (Eclair)
 Android 2.2 (Frozen Yoghurt – Froyo)\
 Android 2.3 (Gingerbread)
 Android 3.0 – 3.2 (Honeycomb)
 Android 4.0 (Ice Cream Sandwich)
 Android 4.1 – 4.3 (Jelly Bean)
 Android 4.4 (KitKat)
 Android 5.0 (Lollipop)
 Android 6.0 (Marshmallow)
 Android 7.0 – 7.1 (Nougat)
 Android 8.0 – 8.1 (Oreo)
 Android 9 (Pie)
 Android 10 (Android Q)
 Android 11 (Red Velvet Cake)
 Android 12 (Snow Cone)
 Android 13 (Tiramisu)",te_8,97,A
"v 1.5 Cupcake
 v 1.6 Donut
 v 2.0 Eclair
 v 2.2 Froyo
 v 2.3 Gingerbread
 v 3.0 Honeycomb
 v 4.0 Ice Cream Sandwich
 v 4.1 Jelly Bean
 v 4.4 KitKat
 v 5.0 Lollipop
 v 6.0 Marshmallow
 v 7.0 Nougat
 v 8.0 Oreo
 v 9.0 Pie
 v 10 Android 10
 v 11 Android 11
 v 12 Android 12
 v 13 Android 13",te_8,100,A
"cupcake, donut, eclair, froyo, gingerbread, honecomb, icecream, jellybean, kitkat, lolipop, marsmelow, nougat, oreo, pie",te_8,88,A
"* Cupcake
 * Donut
 * Eclair
 * Froyo
 * Gingerbread
 * Honeycomb
 * Ice Cream Sandwich
 * Jelly Bean
 * KitKat
 * Lollipop
 * Marshmallow
 * Nougat
 * Oreo
 * Pie
 * Android Q
 * Red Velvet Cake
 * Snow Cone
 * Tiramisu",te_8,95,A
"Berikut nama versi android dari Cupcake hingga saat ini:
 
 * Cupcake (Android 1.5)
 * Donut (Android 1.6)
 * Eclair (Android 2.0 - 2.1)
 * Froyo (Frozen Yogurt) (Android 2.2 - 2.2.3)
 * Gingerbread (Android 2.3 - 2.3.7)
 * Honeycomb (Android 3.0 - 3.2.6)
 * Ice Cream Sandwich (Android 4.0 - 4.0.4)
 * Jelly Bean (Android 4.1 - 4.3.1)
 * KitKat (Android 4.4 - 4.4.4)
 * Lollipop (Android 5.0 - 5.1.1)
 * Marshmallow (Android 6.0 - 6.0.1)
 * Nougat (Android 7.0 - 7.1.2)
 * Oreo (Android 8.0 - 8.1)
 * Pie (Android 9)
 * Android 10
 * Android 11
 * Android 12",te_8,100,A
"* ANDROID 1.5 CUPCAKE 
 * ANDROID 1.6 DONUT 
 * ANDROID 2.0/2.1 ECLAIR 
 * ANDROID 2.2 FROYO 
 * ANDROID 2.3 GINGERBREAD
 * ANDROID 3.0/3.1/3.2 HONEYCOMB
 * ANDROID 4.0 ICE CREAM SANDWICH
 * ANDROID 4.1/4.2/4.3 JELLY BEAN 
 * ANDROID 4.4 KITKAT 
 * ANDROID 5.0/5.1 LOLLIPOP 
 * ANDROID 6.0 MARSHMALLOW 
 * ANDROID 7.0/7.1 NOUGAT 
 * ANDROID 8.0/8.1 OREO 
 * ANDROID 9 PIE
 * ANDROID 10 
 * ANDROID 11",te_8,97,A
"* Cupcake: Android 1.5 (April 2009)
 * Donut: Android 1.6 (September 2009)
 * Eclair: Android 2.0/2.1 (Oktober 2009)
 * Froyo: Android 2.2 (Mei 2010)
 * Gingerbread: Android 2.3 (Desember 2010)
 * Honeycomb: Android 3.0/3.1/3.2 (Februari 2011)
 * Ice Cream Sandwich: Android 4.0 (Oktober 2011)
 * Jelly Bean: Android 4.1/4.2/4.3 (Juli 2012)
 * KitKat: Android 4.4 (Oktober 2013)
 * Lollipop: Android 5.0/5.1 (November 2014)
 * Marshmallow: Android 6.0 (Oktober 2015)
 * Nougat: Android 7.0/7.1 (Agustus 2016)
 * Oreo: Android 8.0/8.1 (Agustus 2017)
 * Pie: Android 9 (Agustus 2018)
 * Android 10: Android 10 (September 2019)
 * Android 11: Android 11 (September 2020)
 * Android 12: Android 12 ( Oktober 2021)",te_8,100,A
"Donut, Eclair, Frozen Yogurt, Gingerbread, Honeycomb, Ice Cream Sandwich, Jelly Bean, Kit Kat, Lollipop, Marshmallow, Nougat, Oreo, Pie, Android Q, Red Velvet Cake, Snow Cone, Tiramisu",te_8,92,A
"Donut, Gingerbread, Honeycomb, Ice Cream, Jellybean, Kitkat, Lollipop, Marshmallow, Nutella, Oreo, Pie,",te_8,73,B
"ice cream sandwich, jelly bean, kitkat, lolipop, marshmallow, nuget, oreo, pancake",te_8,63,B
android 1.5,te_8,13,E
